id,type,title,director,cast,country,date_added,release_year,rating,duration_type,duration_int,score
as5210,movie,emergency vehicles for kids - gecko's real vehicles,christian hughes,SinDato,SinDato,,2019,all,min,45,3.5939393939393938
as5211,movie,drug war,johnnie to,"louis koo, hanglei sun, wallace chung, yi huang",SinDato,,2013,r,min,107,3.5671487603305785
as5212,movie,dream visions,christian smooth,"corry mcghee, savanna plenty, kimia workman, trebien parker, mathew parker, matt tavner, chris cotman, derek lawrence",SinDato,,2021,18+,min,75,3.543824701195219
as5213,movie,counter investigation,franck mancuso,"jean dujardin, laurent lucas, agnès blanchot, aurélien recoing",SinDato,,2007,16+,min,81,3.5236220472440944
as5214,movie,break even,shane stanley,"tasya teles, steve guttenberg, joanna pacula, ivan sergei, james callis",SinDato,,2020,18+,min,96,3.5493697478991595
as5215,movie,black screen ocean waves for sleep 9 hours,mark knight,SinDato,SinDato,,2017,all,min,541,3.548155737704918
as5216,movie,alejandro,"emmanuel ndejito, joseph duke, mark gullickson","tina mba, sam ojo, joshua pineda, nancy isime, afeez oyetoro saka, troy powell, lydia gray, brian shoop, clare holt, dion berryhill",SinDato,,2021,13+,min,99,3.571564885496183
as5217,movie,akron,"sasha king, brian o'donnell","matthew frias, edmund donovan, andrea burns, joseph melendez, amy da luz",SinDato,,2017,18+,min,88,3.5572916666666665
as5218,movie,yakov smirnoff's happily ever laughter,donn johnson,yakov smirnoff,SinDato,,2016,nr,min,82,3.59070796460177
as5219,movie,trip to the tax paradise,antonio bellido,"luisa gil, paulino marin, fermin martín",SinDato,,2021,nr,min,73,3.606776180698152
as5220,tv show,the great passage,SinDato,SinDato,SinDato,,2016,tv-nr,season,1,3.507201646090535
as5221,movie,take me to tarzana,maceo greenberg,"andrew creer, samantha robinson, jonathan bennett, maria conchita alonso, christopher coppola, kahyun kim, owen harn, oliver cooper, bob wiltfong, desiree staples, betsy hume, emanuel hernandez, ricky faust, cathy le, airial le, kent shocknek, denny nolan, elle vernee",SinDato,,2021,18+,min,107,3.5376569037656904
as5222,tv show,scum's wish,SinDato,SinDato,SinDato,,2017,tv-nr,season,1,3.602642276422764
as5223,movie,sandeep aur pinky faraar,dibakar banerjee,"parineeti chopra, arjun kapoor, neena gupta, raghubir yadav, jaideep ahlawat",india,,2021,13+,min,123,3.4909456740442657
as5224,movie,once upon a time in london,simon rumley,"terry stone, leo gregory, jamie foreman",united kingdom,,2019,nr,min,111,3.5019880715705765
as5225,movie,not left in vegas,kamal smith,"nunu thurman, emory lawrence, kamal smith, shelby leigh, sylena rai, takesha walker, megan wright, dez cortez crenshaw, demaris harvey, james perkins, keiona smith",SinDato,,2020,18+,min,120,3.560756972111554
as5226,movie,mohan kumar fans,jis joy,"kunchacko boban, siddique, mukesh, anarkali nazar, vinay forrt, sreenivasan, brother paulutty, asif ali, saiju kurup, ramesh pisharody, alencier",SinDato,,2021,nr,min,125,3.4781746031746033
as5227,movie,major ajay krishna,anil ravipudi,"mahesh babu, rashmika mandanna, vijayashanti, prakash raj, rajendra prasad",india,,2020,nr,min,171,3.4876543209876543
as5228,movie,little baby bus - the giant ice cream & more cartoons for kids,moonbug entertainment,SinDato,SinDato,,2020,all,min,30,3.5831578947368423
as5229,movie,little baby bum - healthy habits & more nursery rhymes for kids,SinDato,SinDato,SinDato,,2020,all,min,34,3.425324675324675
as5230,movie,krishnan,anil ravipudi,"mahesh babu, rashmika mandanna, vijayashanti, prakash raj, rajendra prasad",india,,2020,13+,min,171,3.4889779559118237
as5231,movie,kiiyii - miss polly had a dolly - valentines day nursery rhymes for kids,moonbug entertainment,SinDato,SinDato,,2020,all,min,29,3.4717391304347824
as5232,movie,josh blue: broccoli,brandon naughton,josh blue,SinDato,,2020,13+,min,65,3.4958071278825997
as5233,movie,gecko's garage vol. 3,SinDato,SinDato,SinDato,,2019,all,min,55,3.453027139874739
as5234,movie,dope fiend,ron elliot,"andra fuller, malik yoba, hisham tawfiq, tobias truvillion, marquise jackson",SinDato,,2017,18+,min,88,3.5845824411134903
as5235,movie,as it happened: tarawa,ashley gething,stephen rasbrook,SinDato,,2020,13+,min,44,3.5524625267665955
as5236,movie,antardwand,sushil rajpal,"swati sen, akhilendra mishra, himanshi, raj singh chaudhary, vinay pathak",india,,2010,13+,min,104,3.4801587301587302
as5237,movie,an inconvenient truth,davis guggenheim,"al gore, billy west",SinDato,,2006,pg,min,97,3.518867924528302
as5238,movie,yeh dillagi,naresh malhotra,"kajol, akshay kumar, saif ali khan, deven verma, achyut potdar, reema lagoo, saeed jaffrey",india,,1994,all,min,154,3.587866108786611
as5239,movie,velaiilla pattadhari 2,soundarya rajnikanth,"dhanush, kajol, amala paul, samuthirakani",SinDato,,2017,all,min,120,3.5360169491525424
as5240,movie,tubelight,kabir khan,"salman khan, sohail khan, om puri, mohammed zeeshan ayyub, yashpal sharma, zhu zhu, matin rey tangu, brijendra kala, isha talwar, jason d'souza, matt kramer, neeraj khetarpal, kapil sharma","india, united states, united kingdom, canada, china",,2017,all,min,130,3.490405117270789
as5241,movie,theri,atlee kumar,"vijay, samantha ruth prabhu, amy jackson, baby nainika, prabhu, raadhika sarathkumar, rajendran, j.mahendran",india,,2016,all,min,150,3.6093394077448746
as5242,movie,theeran adhigaaram ondru,h.vinoth,"karthi, rakul preet singh, bose venkat, sathyan, abimanyu singh",SinDato,,2017,13+,min,156,3.573529411764706
as5243,movie,the ghazi attack (hindi),sankalp,"rana daggubati, kay kay menon, atul kulkarni, tapsee pannu (in a special appearance), late om puri, nassar, rahul singh, milind gunaji",SinDato,,2017,13+,min,123,3.5849056603773586
as5244,movie,tashan,vijay krishna acharya,"akshay kumar, anil kapoor, kareena kapoor, saif ali khan, yashpal sharma, sanjay mishra, manoj pahwa",india,,2008,16+,min,147,3.5531914893617023
as5245,movie,sketch,vijay chandar,"vikram, tamannaah, soori, baburaj, r.k. suresh",india,,2018,13+,min,131,3.5090543259557343
as5246,movie,silsila,yash chopra,"shashi kapoor, amitabh bachchan, jaya bhaduri, rekha, sushma seth, jagdish raj, kulbhushan kharbanda, deven verma, sanjeev kumar, pratima puri, ashok verma, manek, kimti anand, nirupama verma, damyanti puri, gauri shanker, raj babbar, shyam arora, ranvir raj, vikas anand, sharmila roy chowdhry, ravi dubey, sudha chopra",india,,1981,7+,min,180,3.4989451476793247
as5247,movie,silence (malayalam),hemant madhukar,"anushka shetty, madhavan, anjali, michael madsen",SinDato,,2020,18+,min,126,3.480088495575221
as5248,movie,si 3,hari,"suriya, anushka shetty, shruthi hasan, soori, anoop singh thakur, neetu chandra, janaki ganesh, olamilekan akanbi jason, krish",india,,2017,all,min,152,3.5957894736842104
as5249,movie,sawaal,SinDato,SinDato,SinDato,,1982,all,min,130,3.5476190476190474
as5250,movie,salaam namaste,siddharth raj anand,"saif ali khan, preity zinta, arshad warsi, jugal hansraj, jaaved jaaferi, tania zaetta",SinDato,,2005,13+,min,158,3.4877505567928733
as5251,movie,raju gari gadhi 2,ohmkar,"nagarjuna akkineni, samantha, seerat kapoor",SinDato,,2017,13+,min,122,3.5379464285714284
as5252,movie,raja the great,anil ravipudi,"ravi teja, mehreen pirzada, vivan bhatena, prakash raj, srinivasa reddy, raadhika sarathkumar, sampath raj, rajendra prasad, posani krishna murali, raashi khanna",india,,2017,13+,min,150,3.556644880174292
as5253,movie,rab ne bana di jodi,aditya chopra,"shah rukh khan, anushka sharma, rani mukerji, manmeet singh, kajol, bipasha basu, lara dutta, preity zinta, vinay pathak",india,,2008,all,min,164,3.5273972602739727
as5254,movie,raaz reboot,vikram bhatt,"emraan hashmi, gaurav arora, kriti kharbanda",india,,2016,nr,min,128,3.625531914893617
as5255,movie,pudhu nellu pudhu naathu,bharathiraja,"napoleon, sukanya, rudhra, renuka",SinDato,,1991,all,min,142,3.554240631163708
as5256,movie,ponmagal vandhal,jj fredrick,"jyotika, bhagyaraj, prathap potham, thiagarajan, parthiban, pandiarajan, subbu panchu",india,,2020,18+,min,123,3.5443298969072163
as5257,movie,penguin (malayalam),eashvar karthic,"keerthy suresh, linga, madhampatty rangaraj, master advaith, mathi",SinDato,,2020,18+,min,132,3.531958762886598
as5258,movie,p!nk: all i know so far,michael gracey,SinDato,united states,,2021,16+,min,99,3.4749498997995993
as5259,movie,ok jaanu,shaad ali,"aditya roy kapur, shraddha kapoor, naseeruddin shah, leela samson",india,,2017,13+,min,135,3.6154618473895583
as5260,movie,nukazooka special,andrew mcmurry,"andrew mcmurry, seth mcmurry",SinDato,,2021,13+,min,45,3.5230414746543777
as5261,movie,noorie,manmohan krishna,"poonam dhillon, farooq shaikh, madan puri, iftekhar",india,,1979,16+,min,120,3.509671179883946
as5262,movie,nishabdham,hemant madhukar,"anushka shetty, madhavan, anjali, michael madsen",SinDato,,2020,16+,min,126,3.4872047244094486
as5263,movie,newton,amit v masurkar,"rajkummar rao, pankaj tripathi, anjali patil, raghubir yadav, sanjay mishra",SinDato,,2017,13+,min,105,3.501968503937008
as5264,movie,mujhse fraaandship karoge,nupur asthana,"saqib saleem, saba azad, nishant dahiya, tara d'souza, prabal panjabi, chitrak bandyopadhyay, manasi rachh, suparna marwah, zuha sharma, kavi shastri, keshav sunder, mita vasisht",india,,2011,13+,min,105,3.465250965250965
as5265,movie,meri pyaari bindu,akshay roy,"ayushmann khurrana, parineeti chopra, malvika sitlani, chandrachoor rai, aparajita adhya, abish mathew",india,,2017,13+,min,117,3.5357142857142856
as5266,movie,mere brother ki dulhan,ali abbas zafar,"imran khan, katrina kaif, ali zafar, tara d'souza, parikshat sahni, suparna marwah",india,,2011,13+,min,139,3.4743589743589745
as5267,movie,mashaal,yash chopra,"anil kapoor, waheeda rehman, dilip kumar, rati agnihotri, saeed jaffrey, amrish puri",india,,1984,all,min,169,3.5816532258064515
as5268,movie,marriage of lies,danny j. boyle,"april bowlby, virginia williams, corin nemec",SinDato,,2016,unrated,min,90,3.5243664717348926
as5269,movie,mardaani,pradeep sarkar,"rani mukerji, sanjay taneja, priyanka sharma, gautam babbar, ashish warang, tahir raj bhasin",india,,2014,18+,min,113,3.4946236559139785
as5270,movie,maanagaram,lokesh kanagaraj,"sundeep kishan, munishkanth, sri, regina cassandra",india,,2017,13+,min,136,3.561368209255533
as5271,movie,losing my marbles,julia rezende,"debora falabella, yara de novaes, gustavo vaz, debora lamm, romulo arantes",SinDato,,2021,16+,min,91,3.550755939524838
as5272,movie,lamhe,yash chopra,"anil kapoor, sridevi, anupam kher, waheeda rehman",india,,1991,all,min,188,3.467436974789916
as5273,movie,kill dil,shaad ali,"ranveer singh, ali zafar, parineeti chopra, govinda",SinDato,,2014,13+,min,118,3.5196936542669586
as5274,movie,kal ho naa ho,nikkhil advani,"shah rukh khan, preity zinta, saif ali khan, jaya bhaduri, sushma seth, reema lagoo, lilette dubey, delnaz paul, sonali bendre, rani mukerji, sanjay kapoor, sulabha arya, athit naik, jhanak shukla",india,,2003,all,min,187,3.524070021881838
as5275,movie,kabul express,kabir khan,"john abraham, arshad warsi, salman shahid, hanif hum ghum, linda arsenio",india,,2006,13+,min,105,3.5428286852589643
as5276,movie,kabhi kabhie,yash chopra,"rakhee gulzar, amitabh bachchan, shashi kapoor, waheeda rehman, neetu singh, rishi kapoor, simi garewal, parikshat sahni, naseem",SinDato,,1976,13+,min,173,3.4698795180722892
as5277,movie,kabali,pa. ranjith,"rajinikanth, winston chao, radhika apte, dhansika, dinesh ravi, kishore, kalaiyarasan, john vijay, riythvika, rosyam, lingesh vj, mime gopi, nassar, r. amarendran, uday mahesh, nandakumar, gajaraj, charles vinoth, sampath ram, sangili murugan",india,,2016,all,min,143,3.617204301075269
as5278,movie,kaashmora,gokul,"karthi, nayanthara, sri divya, vivek, jangiri madhumitha",india,,2016,13+,min,162,3.5182186234817814
as5279,movie,joker,raju murugan,"guru somasundaram, ramya pandiyan, gayathri, ramasamy, bava chelladurai, bala murugan",india,,2016,all,min,129,3.5583173996175907
as5280,movie,jab tak hai jaan,yash chopra,"katrina kaif, rishi kapoor, shahrukh khan, anushka sharma",india,,2012,13+,min,176,3.4792899408284024
as5281,movie,hum tum,kunal kohli,"kiron kher, rishi kapoor, saif ali khan, rani mukerji, rati agnihotri, jimmy shergill, abhishek bachchan, isha koppikar, shenaz treasurywala",SinDato,,2004,all,min,143,3.510891089108911
as5282,movie,hara hara mahadevaki,santhosh p jayakumar,"gautham karthik, nikki galrani, sathish, karunakaran, rajendran, ravi mariya, bala saravanan, r k suresh, mayilsamy, namo narayanan, manobala",SinDato,,2017,18+,min,128,3.5614406779661016
as5283,movie,halal love story,zakariya,"indrajith sukumaran, joju george, sharafudheen, grace antony, soubin shahir, parvathy thiruvothu",india,,2020,13+,min,116,3.5763598326359833
as5284,movie,ghazi (telegu),sankalp,"rana daggubati, kay kay menon, atul kulkarni, tapsee pannu (in a special appearance), late om puri, nassar, rahul singh, milind gunaji",SinDato,,2017,all,min,116,3.4517167381974247
as5285,movie,ghazi (tamil),sankalp,"rana daggubati, kay kay menon, atul kulkarni, tapsee pannu (in a special appearance), late om puri, nassar, rahul singh, milind gunaji",SinDato,,2017,all,min,118,3.562
as5286,movie,george reddy,b. jeevan reddy,"sandeep madhav, muskaan khubchandani, devika daftardar, sanjay reddy, manoj nandam, satya dev, shreenivas pokale",india,,2019,13+,min,150,3.6082802547770703
as5287,movie,fukrey,mrighdeep singh lamba,"richa chadha, ashraf ul haq, ali fazal, varun sharma, pulkit samrat, pankaj tripathi, manjot singh, priya anand, vishakha singh",SinDato,,2013,nr,min,136,3.445859872611465
as5288,movie,fanaa,kunal kohli,"aamir khan, kajol, rishi kapoor, lara dutta, shiney ahuja, satish shah, tabu, kirron kher, sharat saxena, ahmad khan, lilette dubey, shruti seth",india,,2006,13+,min,168,3.562098501070664
as5289,movie,fan,maneesh sharma,"shah rukh khan, sayani gupta, shriya pilgaonkar, waluscha de sousa, deepika amin, yogendra tiku",india,,2016,13+,min,138,3.4969635627530367
as5290,movie,don,farhan akhtar,"shah rukh khan, priyanka chopra, isha koppikar, om puri, kareena kapoor, arjun rampal, pavan malhotra, chunky pandey, boman irani",SinDato,,2006,nr,min,169,3.5441176470588234
as5291,movie,dilwale dulhania le jayenge,aditya chopra,"shah rukh khan, kajol, amrish puri, farida jalal, anupam kher, satish shah, achala sachdev, himani shivpuri",india,,1995,7+,min,190,3.4830339321357284
as5292,movie,dil bole hadippa,anurag singh,"shahid kapoor, rani mukerji, anupam kher, dalip tahil, rakhi sawant, sherlyn chopra, shri vallabh vyas, vrajesh hirjee, poonam dhillon, shonali nagrani, karan veer, bobby bedii, vickeey ahhuja, sherry rekhi, akhilesh sharma, vimarsh roshan, kunal satyen, feroz khan, rashid mallick, jaffar baig, prasad patil, imran khan, saud ansari, mukesh singh, nasir khan, vikas choudhry, niranjan sawant, vineet kapoor, amar singh",india,,2009,13+,min,146,3.4766734279918863
as5293,movie,dhruvangal pathinaru,karthick naren,"rahman, ashwin kumar, pradeep, yaashika aanand, bala hasan, anjana jayaprakash, kunal kaushik, santhosh krishna, sharath kumar, karthikeyan palanisamy, prakash raghavan",SinDato,,2016,13+,min,104,3.5446058091286305
as5294,movie,dhoom:2,sanjay gadhvi,"abhishek bachchan, uday chopra, aishwarya rai bachchan, bipasha basu, rimi sen, hrithik roshan","india, south africa, brazil",,2006,13+,min,152,3.5402542372881354
as5295,movie,detective byomkesh bakshy,dibakar banerjee,"anand tiwari, swastika mukherjee, neeraj kabi, meiyang chang, moumita chakraborty, sushant singh rajput, divya menon, mark bennington, takanori kikuchi, dr kaushik ghosh, shivam, anindya banerjee, arindol bagchi, peter wong, pradipto kumar chakraborty, , manoshi nath, tirtha mallick, prasun gain, aryann bhaumik, shaktipada dey, prashant kumar, nishant kumar",SinDato,,2015,16+,min,138,3.513485477178423
as5296,movie,darr,yash chopra,"shah rukh khan, juhi chawla, sunny deol",india,,1993,13+,min,177,3.560878243512974
as5297,movie,daag,yash chopra,"rajesh khanna, sharmila tagore, rakhee gulzar, prem chopra, madan puri, iftekhar, manmohan krishna, kader khan, achala sachdev, a.k. hangal",india,,1973,7+,min,146,3.548780487804878
as5298,movie,chandni,yash chopra,"vinod khanna, rishi kapoor, sridevi, waheeda rehman, sushma seth, beena banerjee",india,,1989,all,min,180,3.5317307692307693
as5299,tv show,borat: vhs cassette of material deemed “sub-acceptable” by kazakhstan ministry of censorship and circumcision,SinDato,"sacha baron cohen, maria bakalova",SinDato,,2021,18+,season,1,3.4611344537815127
as5300,movie,begum jaan,srijit mukherji,"vidya balan, ila arun, naseeruddin shah, rajit kapoor, ashish vidyarthi, vivek mushran, chunky pandey, gauhar khan, pallavi sharda",india,,2017,18+,min,128,3.496881496881497
as5301,movie,befikre,aditya chopra,"ranveer singh, vaani kapoor, armaan ralhan, julie ordon, ayesha raza, akarsh khurana, aru verma",india,,2016,16+,min,130,3.5010845986984815
as5302,movie,band baaja baaraat,maneesh sharma,"ranveer singh, anushka sharma, manish chaudhary",india,,2010,all,min,139,3.5287234042553193
as5303,movie,badrinath ki dulhania,shashank khaitan,"varun dhawan, alia bhatt, sahil vaid, rituraj singh, gauhar khan, shweta basu",india,,2017,13+,min,139,3.580168776371308
as5304,movie,bachna ae haseeno,siddharth anand,"ranbir kapoor, bipasha basu, minissha lamba, deepika padukone, puneet issar, kunal kapoor",india,,2008,13+,min,152,3.5947916666666666
as5305,tv show,baahubali the lost legends,SinDato,SinDato,SinDato,,2017,nr,season,1,3.547560975609756
as5306,movie,ae dil hai mushkil,karan johar,"aishwarya rai bachchan, ranbir kapoor, anushka sharma, fawad khan, shah rukh khan, alia bhatt",india,,2016,13+,min,156,3.5221445221445222
as5307,movie,adhe kangal,rohin venkatesan,"kalaiyarasan, janani iyer, sshivada",india,,2017,all,min,119,3.5304878048780486
as5308,movie,aamhi doghi,pratima joshi,"priya bapat, mukta barve, krutik mazire, bhushan pradhan",india,,2018,all,min,138,3.5037664783427496
as5309,movie,aaja nachle,anil mehta,"madhuri dixit, darshan jariwala, raghuvir yadav, divya dutta, irrfan khan, kunal kapoor, konkona sen sharma, ranvir shorey, vinay pathak",india,,2007,all,min,143,3.4989082969432315
as5310,movie,aaina,deepak sareen,"jackie shroff, saeed jaffrey, deepak tijori, maya alagh, dina pathak, juhi chawla, amrita singh",india,,1993,16+,min,150,3.534736842105263
as5311,movie,aaha kalyanam (telugu dubbed),a gokul krishna,"vaani kapoor, badava gopi, karthik nagarajan, sriram sriram, simran, nani",SinDato,,2014,13+,min,141,3.4892008639308854
as5312,movie,vivarium,lorcan finnegan,"imogen poots, jesse eisenberg, danielle ryan",SinDato,,2020,r,min,99,3.5959692898272553
as5313,movie,true grit,henry hathaway,"john wayne, glen campbell, kim darby, jeremy slate, robert duvall, dennis hopper, strother martin, john fiedler",SinDato,,1969,g,min,128,3.4946695095948828
as5314,movie,the secrets of the dead sea scrolls,justin cartwright,john shrapnel,SinDato,,2013,all,min,50,3.577079107505071
as5315,movie,the real lost world,peter von puttkamer,SinDato,SinDato,,2006,7+,min,87,3.484344422700587
as5316,movie,the planters,"alexandra kotchef, hannah leder","alexandra kotchef, hannah leder, jovan adepo, michael gmur, pepe serna, phil parolisi",SinDato,,2020,13+,min,78,3.5157894736842104
as5317,movie,the perfect score,brian robbins,"erika christensen, chris evans, bryan greenberg, scarlett johansson, darius miles, leonardo nam, matthew lillard, tyra ferrell","united states, germany",,2004,pg-13,min,93,3.458071278825996
as5318,movie,the lost city of z,james gray,"charlie hunnam, robert pattinson, sienna miller, tom holland",SinDato,,2017,pg-13,min,141,3.4910714285714284
as5319,movie,the lady vanishes,diarmuid lawrence,"tuppence middleton, tom hughes, selina cadell, keeley hawes",SinDato,,2013,G,min,86,3.513978494623656
as5320,movie,the extraordinary tale of william buckley: the great untold story of australia's robinson crusoe,malcolm mcdonald,"michael cathcart, jean-marc russ, chris haywood",SinDato,,2015,all,min,53,3.6299603174603177
as5321,tv show,teachers,SinDato,"ursula holden gill, gillian bevan, lloyd mcguire, ellen thomas, tamzin malleson, vicky hall, marsha leanne crosby",SinDato,2021-05-22,2004,18+,season,4,3.493150684931507
as5322,movie,sunset boulevard,billy wilder,"william holden, gloria swanson, erich von stroheim, nancy olson, fred clark, lloyd gough, franklin farnum, larry blake, charles dayton, cecil b. demille",SinDato,,1950,13+,min,110,3.557531380753138
as5323,movie,sharknado,anthony c. ferrante,"tara reid, ian ziering, john heard, cassie scerbo, jason simmons",united states,,2013,13+,min,87,3.544421487603306
as5324,movie,seeing the beginning of time,thomas lucas,SinDato,SinDato,,2017,all,min,48,3.5010799136069113
as5325,movie,red woods,nicholas danko,"michael barnett, jacquelynn ware, justin rose",SinDato,,2021,18+,min,95,3.4625
as5326,movie,raising bipolar,ben howard,SinDato,SinDato,,2010,all,min,48,3.6345755693581783
as5327,movie,nursery rhymes & kids songs by go buster,"richard hickey, nick hatton jones",SinDato,SinDato,,2019,all,min,47,3.5245398773006134
as5328,movie,musclecar,dwayne labbe,"paul armstrong, jacinta stapleton",SinDato,,2017,18+,min,77,3.606194690265487
as5329,movie,locas por el cambio,ihtziar hurtado ramírez,"sofía sisniega, mariel molino, mauricio argüelles, juan pablo gil, josemaria torre-hütt, alejandra ley, amorita rasgado, concepción márquez, raquel garza, mónica dionne, itatí cantoral",SinDato,,2020,pg-13,min,95,3.6056485355648538
as5330,movie,little baby bum - bath song and more nursery rhymes,cannis holder,"grace tamayo, erin webbs",SinDato,,2020,all,min,33,3.5
as5331,movie,knives out (4k uhd),rian johnson,"ana de armas, toni collette, christopher plummer, don johnson, michael shannon, jaeden martell, riki lindhome, chris evans, jamie lee curtis, lakeith stanfield, daniel craig, katherine langford",united states,,2019,pg-13,min,130,3.5955555555555554
as5332,movie,herself,phyllida lloyd,"clare dunne, harriet walter, conleth hill, ruby rose o'hara, molly mccann, ian lloyd-anderson",SinDato,,2021,16+,min,98,3.5281385281385282
as5333,movie,go buster - buster's race day & more kids stories,"nick hatton jones, richard hickey",SinDato,SinDato,,2020,all,min,30,3.489819004524887
as5334,movie,go buster - buster grows vegetables at home & more cartoons,"nick hatton jones, richard hickey",SinDato,SinDato,,2020,all,min,28,3.5657327586206895
as5335,movie,gecko's garage - christmas videos for kids,christian hughes,SinDato,SinDato,,2019,all,min,21,3.6077405857740588
as5336,movie,dinosaur toy family play t-rex ranch,aaron michael,"lb, aaron michael",SinDato,,2019,all,min,11,3.5454545454545454
as5337,movie,close encounters of the fifth kind: contact has begun,michael mazzola,"jeremy piven, dr. steven greer, daniel sheehan, adam michael curry, joe martino, jan harzan, dr. russell targ",SinDato,,2020,16+,min,121,3.4922222222222223
as5338,movie,baby shark & more kids songs (little treehouse),usp studios,usp studios,SinDato,,2019,all,min,48,3.4960629921259843
as5339,movie,who's your caddy?,don michael paul,"big boi, jeffrey jones, terry crews, susan ward, faizon love",SinDato,,2007,pg-13,min,91,3.4793926247288502
as5340,movie,wheels on the jingle bell bus and more christmas songs - go buster,cannis holder,SinDato,SinDato,,2019,all,min,32,3.5685840707964602
as5341,movie,wheels on the bus with buster - go buster,"richard hickey, nick hatton jones",SinDato,SinDato,,2020,all,min,31,3.6356837606837606
as5342,movie,welcome to the sticks,dany boon,"kad merad, dany boon, zoe felix, anne marivin",SinDato,,2008,13+,min,102,3.4757709251101323
as5343,movie,uss indianapolis: men of courage,mario van peebles,"nicolas cage, matt lanter, thomas jane, tom sizemore",SinDato,,2016,r,min,131,3.4719222462203025
as5344,movie,unicorn,tathagata mukherjee,"debolina dutta, charanjit chakraborty",SinDato,,2021,16+,min,58,3.52680412371134
as5345,movie,undying love,gregory lamberson,"tommy sweeney, julie lynch, andrew lee barrett",SinDato,,2021,18+,min,76,3.524364406779661
as5346,movie,thaen,ganesh vinayakan,"tharun, abarnathi",SinDato,,2021,13+,min,99,3.4624145785876994
as5347,movie,taqdeerwala,k. muralimohana rao,"venkatesh daggubati, raveena tandon, kader khan, asrani, anupam kher, shakti kapoor, laxmikant berde, satyendra kapoor, dinesh hingoo, rakesh pandey, reema lagoo, tisca chopra, shashi kiran, ghanshyam rohera, tiku talsania, amrit patel",SinDato,,1995,13+,min,160,3.6127744510978044
as5348,movie,rage,john balazs,"matt theo, hayley beveridge, richard norton, tottie goldsmith, melissa barlas, natasha maymon, tony kots, jasper bagg, nic stevens, stephen degenaro, marcus merkoski, steve gration, josette bradley",SinDato,,2021,18+,min,144,3.4649122807017543
as5349,movie,psychophony,xabier berraondo,"claudia pons, tania sarrias, miriam planas ferran, carvajal dafnis balduf, raul alvarez, merce montala, leyla rodriguez",SinDato,,2011,16+,min,80,3.594142259414226
as5350,movie,nursery rhymes volume 7 by little baby bum - halloween special,cannis holder,SinDato,SinDato,,2018,all,min,25,3.524557956777996
as5351,movie,luckunnodu,raj kiran,"vishnu manchu, hansika motwani",SinDato,,2017,13+,min,112,3.50199203187251
as5352,movie,little baby bum - we love animals and our environment & more nursery rhymes for kids,cannis holder,SinDato,SinDato,,2020,all,min,34,3.530155642023346
as5353,movie,little baby bum - i love my baby song - valentines special & more kids songs,cannis holder,SinDato,SinDato,,2020,all,min,31,3.51528384279476
as5354,movie,light visions,arthur springer,"vince kelvin, adrienne janic, david laurence, arash dibazar",SinDato,,2021,16+,min,97,3.586242299794661
as5355,movie,go buster - classic nursery rhymes and kids songs,moonbug entertainment,SinDato,SinDato,,2020,all,min,37,3.5867678958785247
as5356,movie,donna,jaret martino,"kate amundsen, anthony ficco, brittany molnar, catherine nastasi, sandy bainum, angelo caporizzo jr, jaret martino, james cribbins, giavanna dicecco, devon roth, anna mia conley, gianna ferazi, james aronson, mikel butler, jackson gill, steve barkman, ryan santiago, laura frenzer, catharine daddario, kiera capitanio, isa goldberg, arson valfaria, bryan j. fine, ellen williams, alyssa jayson, shirley huang, evan brubaker, dina laura, lauren francesca, dennis feitosa, michon vanas, bob lloyd, israel acevedo, kristin pilgreen, david petrillo",SinDato,,2021,16+,min,110,3.520746887966805
as5357,movie,dancing ninja,"mitchell klebanoff, kelly sandefur","lucas grabeel, david hasselhoff, bree turner, gary hudson",SinDato,,2010,13+,min,97,3.513238289205703
as5358,movie,cut the rope: om nom stories - play time,"arthur merkulov, nikita yurov, vladimir gerasimov","cut the rope, om nom",SinDato,,2021,all,min,49,3.469409282700422
as5359,movie,christmas time with little baby bum,cannis holder,"grace tamayo, erin webbs",SinDato,,2019,all,min,31,3.498054474708171
as5360,movie,cartoon nursery rhymes by little baby bum,cannis holder,SinDato,SinDato,,2019,all,min,32,3.52834008097166
as5361,movie,bokya satbande,raj pendurkar,"dilip prabhavalkar, aryan narvekar, kaluram dhobale, alok rajwade",india,,2009,all,min,126,3.5376106194690267
as5362,movie,asterix at the olympic games,"frédéric forestier, thomas langmann","gérard depardieu, clovis cornillac, benoît poelvoorde, alain delon, vanessa hessler, franck dubosc, josé garcia, stéphane rousseau, jean-pierre cassel, elie semoun, alexandre astier",SinDato,,2008,13+,min,117,3.507383966244726
as5363,movie,arpo the robot for all kids - zombie attack & more kids cartoons,SinDato,SinDato,SinDato,,2020,all,min,22,3.53470715835141
as5364,movie,arpo the robot for all kids - nannybot vs arpo & more cartoons for kids,SinDato,SinDato,SinDato,,2020,all,min,21,3.6057906458797326
as5365,movie,arpo the robot for all kids - frozen age & more funny cartoons for kids,kang nam kyu,SinDato,SinDato,,2020,all,min,21,3.567982456140351
